Nome,CPF,Endereço,Telefone,Email,Endereço coleta,Endereço entrega,Peso (kg),Volume (m³),Prioridade
Gabriel Correia,37067332503,"Ladeira Rocha, 40
Jardim América
44161249 Aparecida das Flores / MA",71 8659-7675,sarah46@example.org,"Ladeira Rocha, 40
Jardim América
44161249 Aparecida das Flores / MA","Rodovia de Casa Grande, 5
Lourdes
81084-495 Rodrigues de Nascimento / RS",5000,3,não
Sra. Pietra Azevedo,35386745311,"Morro Novais
Conjunto Floramar
00633184 Pacheco de Borges / ES",+55 (011) 8039-6300,japarecida@example.com,"Morro Novais
Conjunto Floramar
00633184 Pacheco de Borges / ES","Praça de Barros
Jardim São José
08499-658 Araújo / AL",4000,1,não
Srta. Emilly Nunes,35077708901,"Jardim de Vargas, 4
São Vicente
49566-760 Melo de Minas / PR",51 0134 5867,dmontenegro@example.net,"Jardim de Vargas, 4
São Vicente
49566-760 Melo de Minas / PR","Favela Mariane Nogueira, 74
Santo Antônio
09103130 Moraes da Mata / RS",7000,3,sim
Sra. Rafaela Marques,51964665929,"Praça João Vitor Sá, 3
Conjunto Califórnia Ii
42789141 da Costa de Rezende / ES",0800-868-6113,qabreu@example.org,"Praça João Vitor Sá, 3
Conjunto Califórnia Ii
42789141 da Costa de Rezende / ES","Viela Maria Isis Viana, 39
Belmonte
60171-515 Abreu Paulista / RJ",10000,5,sim
Julia Viana,46794607920,"Setor João Miguel Ferreira, 13
Engenho Nogueira
51805861 Monteiro / PI",0900-496-6226,lucca63@example.net,"Setor João Miguel Ferreira, 13
Engenho Nogueira
51805861 Monteiro / PI","Recanto Maria Alice Casa Grande, 4
Cidade Jardim Taquaril
24956-249 Pimenta / RS",1000,3,sim
Isabel Cardoso,60916700770,"Residencial Carolina Leão, 91
Santa Lúcia
61202721 da Costa Grande / AP",41 5465 2259,alvesdaniela@example.com,"Residencial Carolina Leão, 91
Santa Lúcia
61202721 da Costa Grande / AP","Estrada Ísis Gomes, 32
Savassi
06976-656 Marques do Campo / AL",2000,5,sim
Davi Lucca Costela,73269149400,"Praia Novaes, 65
Buritis
38400-152 Vargas / RJ",(051) 2139 0414,alanaviana@example.org,"Praia Novaes, 65
Buritis
38400-152 Vargas / RJ","Parque Otto Leão, 865
Araguaia
07742-645 Caldeira / PB",10000,4,não
Maria Flor Pacheco,39575777219,"Loteamento Maria Luísa Vieira, 82
Baleia
43657041 Farias / MT",+55 (081) 0229 2143,nascimentoyasmin@example.com,"Loteamento Maria Luísa Vieira, 82
Baleia
43657041 Farias / MT","Viaduto Aragão, 98
Alpes
59912946 Cassiano / TO",4000,1,sim
Marcelo Cavalcante,12734628314,"Lagoa de Barros, 979
Vila Nossa Senhora Do Rosário
11219-142 Alves / GO",(071) 9744 1588,ulopes@example.net,"Lagoa de Barros, 979
Vila Nossa Senhora Do Rosário
11219-142 Alves / GO","Campo Yan Cardoso, 80
Salgado Filho
45877086 Campos Paulista / PI",10000,1,sim
Benjamin Melo,29312843941,"Pátio Maria Fernanda Sampaio, 14
São Pedro
45616-934 Fogaça / DF",11 8815 6301,lucas-gabriel05@example.org,"Pátio Maria Fernanda Sampaio, 14
São Pedro
45616-934 Fogaça / DF","Conjunto Viana, 75
Pirineus
13029350 Melo do Oeste / PE",9000,5,sim
Vinicius Montenegro,22922310693,"Sítio Sampaio, 26
Vila Barragem Santa Lúcia
40322-000 Garcia / CE",11 0070 4633,nduarte@example.org,"Sítio Sampaio, 26
Vila Barragem Santa Lúcia
40322-000 Garcia / CE","Fazenda Marques
Urca
46812-085 Moraes / PR",10000,3,sim
Gabriel Martins,15350236350,"Estação Carlos Eduardo Vargas, 33
Acaba Mundo
97560-288 Cardoso das Pedras / PA",+55 84 5472 0340,tnascimento@example.org,"Estação Carlos Eduardo Vargas, 33
Acaba Mundo
97560-288 Cardoso das Pedras / PA","Praia de Nogueira, 3
Alípio De Melo
67586021 Gomes / RJ",10000,3,não
Emanuel Carvalho,90698258563,"Chácara Olívia Fernandes, 46
Vila Aeroporto
09011-973 da Luz do Sul / BA",+55 (041) 7140-3976,ana-cecilia69@example.net,"Chácara Olívia Fernandes, 46
Vila Aeroporto
09011-973 da Luz do Sul / BA","Sítio Henrique Martins, 3
Conjunto Bonsucesso
81346921 Monteiro do Galho / PB",2000,4,não
Srta. Sabrina Rios,50638792411,"Estação de Caldeira, 84
Alto Das Antenas
32143-893 Pinto dos Dourados / PA",61 9607-0707,xda-conceicao@example.com,"Estação de Caldeira, 84
Alto Das Antenas
32143-893 Pinto dos Dourados / PA","Aeroporto de da Mata, 42
Vila Nova
89638200 Costela de da Cunha / MS",3000,3,não
Dr. Luiz Otávio Pastor,98361088581,"Área de da Rocha, 11
São Jorge 1ª Seção
58401746 Siqueira do Sul / TO",+55 11 0243-0593,mariane80@example.org,"Área de da Rocha, 11
São Jorge 1ª Seção
58401746 Siqueira do Sul / TO","Vila Lopes, 24
Fernão Dias
27471-063 Vasconcelos / AC",7000,4,não
Pietra Cunha,68789368101,"Via Nogueira, 6
Grotinha
73159-998 da Luz Grande / AP",+55 (031) 1758-2025,joao-guilherme73@example.net,"Via Nogueira, 6
Grotinha
73159-998 da Luz Grande / AP","Lago de Cavalcanti, 25
São Paulo
85351-575 Vasconcelos da Mata / MS",1000,4,sim
Luiz Gustavo Montenegro,18999635701,"Conjunto Lopes, 35
Vila Barragem Santa Lúcia
43282-687 Camargo Alegre / MT",(061) 4351-4749,maria-julia33@example.net,"Conjunto Lopes, 35
Vila Barragem Santa Lúcia
43282-687 Camargo Alegre / MT","Chácara de Silveira, 96
Santa Efigênia
34179-810 da Rocha da Serra / RN",9000,2,não
Daniela Abreu,06474559780,"Parque Ana Clara Novaes, 744
Conjunto Paulo Vi
19642-480 Abreu de Pinto / RS",+55 (041) 5355 3178,cunhalorenzo@example.net,"Parque Ana Clara Novaes, 744
Conjunto Paulo Vi
19642-480 Abreu de Pinto / RS","Trevo Moreira, 36
São Francisco Das Chagas
93311-936 das Neves Alegre / PB",10000,4,sim
Murilo Porto,24725717630,"Recanto de Santos, 19
Vila São Francisco
11657-081 Nascimento / DF",(041) 2180 3027,rsilveira@example.net,"Recanto de Santos, 19
Vila São Francisco
11657-081 Nascimento / DF","Vereda Asafe Machado, 7
Jardim Felicidade
43472747 Peixoto / MG",8000,1,não
Dr. Ravi Sousa,38528883528,"Trevo de Carvalho, 981
Serra Verde
55494408 Farias de Campos / RN",0800 881 7786,ana01@example.com,"Trevo de Carvalho, 981
Serra Verde
55494408 Farias de Campos / RN","Aeroporto de Martins
Satelite
18061-974 Dias / SE",5000,5,não
Gael Henrique Gonçalves,70972648290,"Área de Moura, 85
São Gabriel
74264959 Peixoto / AL",0300-456-2484,vda-conceicao@example.com,"Área de Moura, 85
São Gabriel
74264959 Peixoto / AL","Área Renan Cassiano, 975
Urca
42280-125 da Conceição de Goiás / PI",8000,2,sim
Eloá Mendonça,84798777158,"Praça Leonardo da Cruz, 64
Conjunto Califórnia Ii
06395-906 Pinto / MS",+55 51 7606 3966,sophiealves@example.net,"Praça Leonardo da Cruz, 64
Conjunto Califórnia Ii
06395-906 Pinto / MS","Avenida de Novaes, 20
Conjunto Minas Caixa
12370700 Câmara / BA",9000,1,não
Dr. Yan Alves,96405608801,"Alameda de da Rocha, 20
Unidas
58156313 Fonseca / PB",+55 (041) 5935-9660,brunamachado@example.net,"Alameda de da Rocha, 20
Unidas
58156313 Fonseca / PB","Estrada Yan Borges
Conjunto Lagoa
40574410 Camargo / AM",6000,2,sim
Marcelo Cassiano,30166191218,"Núcleo Kaique Guerra
Vila Da Amizade
30286956 Ferreira da Serra / RS",+55 51 8640 5714,diasian@example.org,"Núcleo Kaique Guerra
Vila Da Amizade
30286956 Ferreira da Serra / RS","Aeroporto Mateus Freitas, 1
Nova Cachoeirinha
95416224 Correia / MA",9000,5,não
Gustavo Lopes,38281836039,"Viela de Lima, 20
Ambrosina
00466-933 Martins de Garcia / CE",(061) 3437-9810,anthony-gabriel49@example.net,"Viela de Lima, 20
Ambrosina
00466-933 Martins de Garcia / CE","Fazenda Maya da Mota, 55
Vila Primeiro De Maio
04685-034 Borges / AL",4000,5,sim
Lucas Martins,55770223716,"Chácara de Teixeira, 98
Fernão Dias
34342-968 Rezende de Dias / AM",(071) 0314 9544,rmoraes@example.org,"Chácara de Teixeira, 98
Fernão Dias
34342-968 Rezende de Dias / AM","Condomínio João Miguel Lopes
Casa Branca
49080159 Cunha Verde / RS",8000,5,sim
Dr. Emanuel Rios,87337938081,"Via de Farias, 72
Guaratã
34575491 Monteiro da Prata / RS",+55 84 9753 7879,cavalcantiemanuella@example.com,"Via de Farias, 72
Guaratã
34575491 Monteiro da Prata / RS","Avenida Felipe Dias, 17
Bonsucesso
62097509 Cavalcanti / TO",9000,2,sim
José Miguel Fonseca,64147498346,"Praia Vinicius Pimenta
Vila Fumec
46120237 Garcia das Pedras / RO",+55 21 4097 4041,azevedoana-cecilia@example.org,"Praia Vinicius Pimenta
Vila Fumec
46120237 Garcia das Pedras / RO","Trecho Bryan Casa Grande, 26
Monsenhor Messias
41671-356 Silveira Grande / BA",6000,3,sim
Sr. Josué Borges,27180620105,"Pátio Oliveira
Cenaculo
95662-056 Monteiro / MS",81 0330 0698,ramosana-laura@example.com,"Pátio Oliveira
Cenaculo
95662-056 Monteiro / MS","Quadra de da Luz, 965
Horto Florestal
70901231 Costela / SC",1000,5,sim
Jade Viana,07086687637,"Viaduto Pietro Freitas, 28
Santa Rita
60767-253 Martins / ES",+55 71 5775-7238,stella02@example.org,"Viaduto Pietro Freitas, 28
Santa Rita
60767-253 Martins / ES","Trecho Lima, 33
Santa Inês
95689904 Teixeira do Norte / MG",8000,3,sim
Dra. Ana Julia Souza,94016426996,"Rua de da Mata, 32
Flavio Marques Lisboa
18735192 Andrade de Silveira / RJ",+55 (071) 6128-5784,fernandesluiz-gustavo@example.net,"Rua de da Mata, 32
Flavio Marques Lisboa
18735192 Andrade de Silveira / RJ","Fazenda da Paz, 27
Primeiro De Maio
92019315 da Mota / AM",10000,1,não
Elisa Fernandes,92765139490,"Ladeira de Fonseca, 33
Lourdes
18023037 da Paz Alegre / PR",(011) 8856 8753,melinasilva@example.net,"Ladeira de Fonseca, 33
Lourdes
18023037 da Paz Alegre / PR","Condomínio de Nogueira, 307
Morro Dos Macacos
28590027 Ferreira de Fonseca / PI",8000,4,não
Stephany Santos,49594917441,"Lagoa Martins, 22
Monsenhor Messias
46648739 Viana / DF",(011) 8887-8112,goncalvesmaria-isis@example.net,"Lagoa Martins, 22
Monsenhor Messias
46648739 Viana / DF","Condomínio Casa Grande, 51
Comiteco
50290108 Martins / SP",8000,5,não
Benicio Sampaio,63915565803,"Esplanada de Mendes, 262
Nazare
45699963 Lopes Grande / ES",(051) 0692 3227,thales28@example.com,"Esplanada de Mendes, 262
Nazare
45699963 Lopes Grande / ES","Vale de Siqueira, 183
Cidade Jardim
85196-095 Sampaio / MT",1000,5,não
Theo Câmara,94565447617,"Vila Carolina Cassiano, 55
Baleia
92395-291 Moraes / SP",0900 125 6150,rezendemirella@example.com,"Vila Carolina Cassiano, 55
Baleia
92395-291 Moraes / SP","Morro Eduardo Melo, 843
Salgado Filho
60580548 Sousa Verde / MA",1000,4,sim
Ryan Sales,37014520910,"Residencial Erick Cirino, 4
Alto Caiçaras
13661-639 Freitas de Goiás / CE",+55 61 2697-0928,kribeiro@example.org,"Residencial Erick Cirino, 4
Alto Caiçaras
13661-639 Freitas de Goiás / CE","Morro Gabrielly Moraes, 6
Jardim Atlântico
68261556 Freitas de Goiás / TO",10000,4,sim
Josué Aragão,37624860934,"Chácara de Lima, 4
Novo Santa Cecilia
04260-154 Ferreira / SP",+55 84 2955-6085,ycunha@example.org,"Chácara de Lima, 4
Novo Santa Cecilia
04260-154 Ferreira / SP","Condomínio Nunes, 214
Castelo
71335598 Silva / SC",3000,3,sim
Dr. Vitor Gabriel Sampaio,92140558157,"Conjunto de Machado, 76
João Paulo Ii
37339-546 Jesus / RO",+55 (011) 2745 3836,maria-florribeiro@example.org,"Conjunto de Machado, 76
João Paulo Ii
37339-546 Jesus / RO","Estação de Câmara, 767
Braúnas
81945-700 Novais de Pereira / SP",1000,2,não
Davi Teixeira,97071907286,"Setor de Caldeira, 809
Conjunto Floramar
22792-146 Fernandes de Goiás / RN",61 5163 5913,paraujo@example.net,"Setor de Caldeira, 809
Conjunto Floramar
22792-146 Fernandes de Goiás / RN","Quadra Gabriela Andrade, 90
Rio Branco
14070044 Sousa / GO",8000,3,sim
Enzo Gabriel Araújo,55603627438,"Alameda Santos, 10
Vila Independencia 1ª Seção
66262-762 Monteiro das Flores / SE",(084) 1916 5167,pcampos@example.org,"Alameda Santos, 10
Vila Independencia 1ª Seção
66262-762 Monteiro das Flores / SE","Estrada de Barbosa, 92
Solimoes
30562633 Cirino / RS",6000,4,não
Luiz Henrique Porto,47233267078,"Jardim Almeida, 83
Nova Cachoeirinha
94922-706 da Conceição de Duarte / MT",21 5082-3302,lizalbuquerque@example.net,"Jardim Almeida, 83
Nova Cachoeirinha
94922-706 da Conceição de Duarte / MT","Sítio Ester Cunha, 15
Vila Cemig
77177-189 Farias das Flores / MS",10000,4,sim
Mathias Aragão,88508081510,"Morro de Moreira
Aparecida 7ª Seção
35999-695 Nunes de Jesus / RN",+55 (061) 0287 3163,sousavinicius@example.net,"Morro de Moreira
Aparecida 7ª Seção
35999-695 Nunes de Jesus / RN","Residencial Nicole Cassiano, 5
Mirtes
88005-661 Leão de da Cruz / PB",1000,4,sim
Vinicius Martins,41707888346,"Feira de da Rosa, 34
São Jorge 2ª Seção
81483734 das Neves / ES",+55 21 7741 9441,larissa06@example.net,"Feira de da Rosa, 34
São Jorge 2ª Seção
81483734 das Neves / ES","Aeroporto Yago Sales, 34
Pindura Saia
33381-928 Viana de Macedo / GO",3000,3,não
Rebeca da Costa,47112211074,"Condomínio de Machado
Ermelinda
25210088 Peixoto da Praia / TO",0300-681-9193,vsilva@example.com,"Condomínio de Machado
Ermelinda
25210088 Peixoto da Praia / TO","Feira Vasconcelos, 9
Novo Tupi
13772-219 Marques das Pedras / PR",10000,3,não
José Lopes,03934654629,"Viaduto de Aragão
Canadá
44413155 Costela Verde / MS",+55 (084) 1715-4280,zaragao@example.org,"Viaduto de Aragão
Canadá
44413155 Costela Verde / MS","Via Monteiro, 95
São Luiz
75058-635 Pinto de Moraes / PB",6000,2,não
Aylla Ferreira,55524982590,"Morro Miguel Silveira, 51
Barreiro
62075-791 Casa Grande / SP",(081) 9919 6675,sousaleo@example.net,"Morro Miguel Silveira, 51
Barreiro
62075-791 Casa Grande / SP","Campo Araújo, 9
Marieta 3ª Seção
57028-269 Santos Paulista / GO",3000,3,sim
Luiz Gustavo Silveira,89705209376,"Trevo Borges, 65
Vila São Gabriel
93481105 Castro de Souza / RR",+55 (061) 0802-5322,mathias16@example.org,"Trevo Borges, 65
Vila São Gabriel
93481105 Castro de Souza / RR","Recanto de Castro, 63
Santa Cecilia
67837-339 Pinto / PR",6000,2,sim
Ana Clara Silva,22818550312,"Rua Nicolas Leão, 41
Belvedere
63301-619 Correia de Goiás / RR",+55 (071) 8971 0082,erick36@example.net,"Rua Nicolas Leão, 41
Belvedere
63301-619 Correia de Goiás / RR","Loteamento Lucas Gabriel Silveira, 533
Mala E Cuia
28979-243 Pacheco de Moreira / SE",6000,1,não
João Gabriel Teixeira,87602541908,"Núcleo de Montenegro, 97
Vila São Francisco
89345-967 Fernandes / PR",+55 (071) 8686-4584,lavinia44@example.org,"Núcleo de Montenegro, 97
Vila São Francisco
89345-967 Fernandes / PR","Conjunto Viana, 58
Vila São Rafael
02509932 Pacheco de Goiás / RR",2000,4,sim
Guilherme Vasconcelos,19266005848,"Largo Siqueira, 26
Nova Granada
64231093 Marques do Amparo / RN",(061) 0451-6640,emanuelrios@example.net,"Largo Siqueira, 26
Nova Granada
64231093 Marques do Amparo / RN","Núcleo Fernando Garcia, 2
Conjunto Santa Maria
38626586 da Costa / MA",4000,4,não
Dr. Vinícius Cavalcante,82493758584,"Travessa Caldeira, 39
Mirtes
79916-693 das Neves / RN",+55 81 1275 9992,leaojade@example.org,"Travessa Caldeira, 39
Mirtes
79916-693 das Neves / RN","Rua de Vieira, 11
Vitoria
32370-292 Cavalcante da Praia / GO",3000,2,sim
Giovanna Borges,91481672666,"Estrada Costela, 69
Parque São José
10853-362 Novais do Galho / ES",+55 41 3731-8825,ggomes@example.com,"Estrada Costela, 69
Parque São José
10853-362 Novais do Galho / ES","Pátio Silveira, 56
Vista Do Sol
94359666 Carvalho / GO",9000,5,não
Catarina Nogueira,49562201466,"Via de Camargo
Santo Agostinho
75092-430 Montenegro / PA",(084) 9641-3794,costelajuan@example.org,"Via de Camargo
Santo Agostinho
75092-430 Montenegro / PA","Alameda de Porto, 3
Vila Santa Monica 2ª Seção
50457620 Aparecida / SE",7000,2,sim
Ana Luiza Garcia,27863237622,"Fazenda Noah Nascimento, 80
Aeroporto
91419151 Cunha / GO",+55 71 0666-2995,kamilly31@example.org,"Fazenda Noah Nascimento, 80
Aeroporto
91419151 Cunha / GO","Vereda Lavínia Lopes, 885
Vila Piratininga Venda Nova
47390-084 Silva / RR",6000,5,não
Dr. Kevin da Mata,90173902479,"Vale Sales, 3
Petropolis
66827968 Nogueira de Goiás / DF",(041) 0883 9937,agathasousa@example.net,"Vale Sales, 3
Petropolis
66827968 Nogueira de Goiás / DF","Lago Benicio Ramos, 953
Barão Homem De Melo 2ª Seção
40509-550 Marques do Norte / MG",2000,2,sim
Ana Vitória da Rocha,20160068460,"Pátio de Carvalho, 24
Boa União 1ª Seção
83980-201 Machado das Pedras / RJ",+55 71 9255 1107,cunhamatheus@example.net,"Pátio de Carvalho, 24
Boa União 1ª Seção
83980-201 Machado das Pedras / RJ","Morro Léo Castro, 50
Monte Azul
09953-234 Teixeira / RR",8000,4,sim
Fernanda Castro,83201412570,"Esplanada de Moraes, 9
Vila Ecológica
30890-095 da Paz da Serra / ES",+55 21 1537 8798,bentoteixeira@example.net,"Esplanada de Moraes, 9
Vila Ecológica
30890-095 da Paz da Serra / ES","Viela Melo, 72
Graça
04463284 Fonseca Grande / SE",7000,1,sim
Dr. Raul da Mota,46561396455,"Chácara Mendes, 323
Apolonia
99124-703 Peixoto de Costela / ES",+55 (011) 0185-2381,viniciussiqueira@example.net,"Chácara Mendes, 323
Apolonia
99124-703 Peixoto de Costela / ES","Praça de Machado, 82
Conjunto Santa Maria
24509248 Camargo / AL",2000,4,sim
Bento Rodrigues,96305113981,"Travessa Aragão, 98
Luxemburgo
84935-902 da Rocha / MG",+55 (011) 6145-6409,tmendes@example.com,"Travessa Aragão, 98
Luxemburgo
84935-902 da Rocha / MG","Esplanada Carvalho, 27
Santo Agostinho
39265-369 da Paz / AP",5000,1,não
Henrique Mendonça,09738328512,"Conjunto Brayan Sá, 67
Bernadete
57445-710 Macedo / PR",(084) 7964 5636,isabelly65@example.org,"Conjunto Brayan Sá, 67
Bernadete
57445-710 Macedo / PR","Morro Castro, 53
Olhos D'água
31087928 Nogueira / MT",6000,5,sim
Srta. Brenda Barbosa,28012251267,"Campo de Ferreira, 1
Boa União 1ª Seção
65360892 Almeida / ES",+55 31 9095-4419,da-costaana-sophia@example.net,"Campo de Ferreira, 1
Boa União 1ª Seção
65360892 Almeida / ES","Aeroporto Aurora da Mata
Mangabeiras
66427038 da Conceição / CE",1000,2,sim
Luiz Gustavo Ribeiro,22789836360,"Passarela Maria Dias, 472
Acaiaca
10009-159 Correia / PI",(051) 3489 4487,teixeiramariane@example.com,"Passarela Maria Dias, 472
Acaiaca
10009-159 Correia / PI","Condomínio Vieira, 8
São José
90251722 Fogaça / MT",6000,3,sim
Manuella Alves,46955636650,"Feira Rios, 160
Fernão Dias
21356523 Nunes / RN",+55 (011) 2380 1354,cavalcantethiago@example.net,"Feira Rios, 160
Fernão Dias
21356523 Nunes / RN","Núcleo Alana Cavalcante, 43
Heliopolis
08630-325 Borges / MS",10000,3,não
Dr. Vitor Gabriel Fogaça,15328079024,"Praia Maria Laura Carvalho, 83
Madre Gertrudes
82948662 Gomes da Serra / PB",(081) 3526-5198,da-motaenzo@example.org,"Praia Maria Laura Carvalho, 83
Madre Gertrudes
82948662 Gomes da Serra / PB","Estação João Guilherme Caldeira, 1
Tirol
35763-411 Castro / PA",9000,3,não
Bruna da Cruz,12609974218,"Viela Rezende, 35
Coração Eucarístico
61060-417 Carvalho da Prata / TO",+55 84 1985-2855,enzo-gabrielaraujo@example.net,"Viela Rezende, 35
Coração Eucarístico
61060-417 Carvalho da Prata / TO","Vale Larissa Casa Grande, 333
Cinquentenário
45273307 Montenegro / RJ",1000,4,sim
Olivia Guerra,11880092904,"Praia Theo Ferreira, 368
Jardim Vitoria
08593883 da Mata do Norte / PB",+55 51 6463 3737,heitor33@example.net,"Praia Theo Ferreira, 368
Jardim Vitoria
08593883 da Mata do Norte / PB","Loteamento Ana Pereira, 49
Vila Santa Monica 2ª Seção
63805-171 Pires / AC",8000,5,sim
Dr. André Guerra,38143952393,"Recanto Calebe Costela, 33
Vila Piratininga
06301-272 da Paz Alegre / AM",81 6326 2355,mabreu@example.com,"Recanto Calebe Costela, 33
Vila Piratininga
06301-272 da Paz Alegre / AM","Praia de Câmara, 96
Vila Ecológica
24588191 Porto / MG",10000,4,não
Srta. Agatha Azevedo,51821844099,"Feira Rezende, 7
Lorena
17593-958 da Conceição de Albuquerque / SP",(041) 2631 6994,heloisanovaes@example.org,"Feira Rezende, 7
Lorena
17593-958 da Conceição de Albuquerque / SP","Quadra de Carvalho, 38
Conjunto Paulo Vi
85137-283 Fernandes do Norte / AC",1000,5,sim
Eloá Duarte,04024221395,"Rodovia de Duarte, 5
Atila De Paiva
75643-747 Lima Alegre / PB",(051) 6428 5569,thiagocamara@example.org,"Rodovia de Duarte, 5
Atila De Paiva
75643-747 Lima Alegre / PB","Lago de Caldeira, 191
Alípio De Melo
52541145 Almeida / AM",8000,1,não
Gael Henrique Abreu,73584068939,"Estrada Mendonça
Concórdia
99837204 Cassiano / RJ",+55 31 8583-7851,kaiquelima@example.net,"Estrada Mendonça
Concórdia
99837204 Cassiano / RJ","Trecho de Barbosa, 5
Boa União 2ª Seção
08825-502 Campos / PE",8000,1,sim
Mariane Pimenta,64311211804,"Largo Silva, 26
Vila Santa Rosa
66192-537 Silveira / AC",41 1042-9046,rodrigoborges@example.com,"Largo Silva, 26
Vila Santa Rosa
66192-537 Silveira / AC","Trevo de Vargas
Santa Efigênia
72780-759 da Rocha de Câmara / PB",3000,1,sim
Luísa Alves,00730920290,"Esplanada Nicole Rocha, 47
Calafate
94030-281 Mendonça do Norte / SC",41 1353-9099,caroline77@example.com,"Esplanada Nicole Rocha, 47
Calafate
94030-281 Mendonça do Norte / SC","Estação de Vargas, 37
Conjunto Califórnia I
20109-978 Vasconcelos Alegre / AM",7000,5,sim
Isabella Fogaça,48923057230,"Viela Vieira, 1
Ápia
91097094 Lima de Casa Grande / SE",+55 81 1976-2426,esampaio@example.com,"Viela Vieira, 1
Ápia
91097094 Lima de Casa Grande / SE","Alameda Farias
Comiteco
20248487 Ribeiro / AP",9000,5,sim
